id          ,viewCount  ,likeCount ,commentCount
e9n-I58mV9M ,12447368   ,   190343 ,        1130
z93TJEriOiM ,74026116   ,  3400397 ,        7496
DsA363_98w4 ,5754458    ,   111159 ,        2015
pwaCENn0ss4 ,44689964   ,  2694944 ,        1728
y-K7J8TN9Gw ,11779217   ,   113095 ,        4359
cf9xsC1DetM ,17284916   ,   134466 ,        1818
ulabEGNM_0o ,26658093   ,   261343 ,        4750
V5AJemSYWVM ,497991     ,     3194 ,         368
RpGw6ZFYyU8 ,4955042    ,   436953 ,         167
HcSqoC4atBo ,5677587    ,   145873 ,        2740
tBNrtT9xZO0 ,2210550    ,     5930 ,         153
j4NbRs1aW0M ,5571746    ,    22846 ,         370
CSnJdhDkVuE ,639084     ,     3163 ,         118
Q3nLYk7TMAM ,12504301   ,    72155 ,        1804
i6452WLdm8U ,2024838    ,    28781 ,         723
15PdsbfEA8M ,12643581   ,   349455 ,       11024
HHtqQiMXHjI ,3859697    ,    25925 ,        4846
tH7xD3KOs0A ,1804       ,       93 ,           2
NSDZhzb5lPk ,6309967    ,    85734 ,        7494
Jb21pU8OAv8 ,2666907    ,    73441 ,        4834
a4zDS1tLBN0 ,29661144   ,   461448 ,        5619
D6weroKmqNw ,12192      ,      617 ,          63
jQbnaZA8iQI ,677942     ,     4666 ,         202
Xz3ykRkMNoc ,776759     ,    11371 ,        1476
8iOjutIksOU ,1060349    ,    83597 ,         625
_HriabwIqtA ,2188203    ,    24526 ,        1676
ufe9yYD2bO8 ,8448329    ,    96227 ,        4556
FHLElYGLzgg ,7358616    ,   234803 ,        8566
iQSjEkWW6OI ,8575393    ,   211473 ,         709
CMm8FQRN2RI ,817215     ,    14010 ,        1426
eZZJRc-_7bg ,55669      ,      906 ,          62
xd70gnnpabg ,85659      ,      582 ,           7
X9wqasZr_u8 ,468356     ,     3778 ,         290
8PMEjXwUnLo ,1888101    ,   103713 ,        1998
wlY_rsEechY ,1887619    ,   105687 ,         160
AXDOTomkz74 ,1821049    ,   102224 ,        1765
YY58Qga5BxA ,5584770    ,   289790 ,        5779
mN2sljae2RU ,1390608    ,    95572 ,        1689
6N4U8880Q5w ,28000954   ,   887956 ,        4407
GBgTTNy1IWg ,6508662    ,   156218 ,         712
rjnTQBNGFoU ,2574387    ,    36303 ,        1461
-NqQkM0ex2g ,566173     ,    12250 ,         885
jnM6eUTaykA ,139507     ,     9005 ,          39
fHqsL5S5GSg ,12326781   ,   247593 ,         200
MBT7qwSSt6o ,90241      ,     4420 ,          29
XmrHsR-wyr4 ,25929      ,     1823 ,          42
2ifKhDE4sis ,5069       ,        0 ,            
8ywPweH1uhc ,2186451    ,   173129 ,         763
tGjy5JuWQAw ,61022323   ,  4183436 ,        3222
PiAm3kZHPLA ,71918136   ,  3763089 ,        3155
DltOQRP1VJQ ,615441     ,    10991 ,            
ZAxP6-_w4H0 ,254553326  , 14313003 ,       14655
agvdkRc_img ,5508399    ,    84857 ,        1540
yL_dE81O_mw ,139629074  ,  2268218 ,       70636
jWCm9piAwAU ,3442233    ,    47086 ,         737
OFibSNpw2hE ,1113291    ,    29687 ,         695
IT94xC35u6k ,9383567    ,   195347 ,        4163
3eay48JwTPI ,5654843    ,   193278 ,        6014
9g4z0gFlfpA ,3639969    ,   115395 ,        2779
vFai116E69M ,363091     ,        0 ,            
3sEeVJEXTfY ,7666740    ,   149516 ,        2985
i7bxFajfn04 ,6357241    ,    83468 ,        2296
K1U8tsLcd2E ,1000157    ,    29625 ,         458
Lk5PisETE9I ,1467333    ,    21270 ,         206
bO6NNfX_1ns ,3437312    ,    47996 ,        2123
HB7rhqj9mn0 ,916581     ,    17797 ,         350
PtdOi8Y3oRQ ,1456752    ,    34267 ,        1735
stuPkzWMdIg ,1076405    ,    21283 ,         398
8uUawnM-FD8 ,16803921   ,   132156 ,           0
F4BJst5d9Ac ,4419433    ,    38640 ,         640
X6gWQ1Lcvjg ,6586395    ,   114524 ,        2277
tYyNM9pmOlA ,2326492    ,    22371 ,        1031
Tnghtjt91DY ,1152795    ,    36157 ,         836
fLLScgWQcHc ,4364232    ,    99410 ,        1074
Jru5B044HOs ,4762238    ,    30705 ,         515
2haf-ZqA808 ,6875568    ,   172741 ,        5020
EzxYTsfuB6c ,493781     ,     8307 ,         129
wACJFmx7FKs ,22757809   ,   474249 ,        7922
icoe6C2E-aY ,1399743    ,    35352 ,        3083
l9_SoClAO5g ,982044     ,    19773 ,         598
PwJCJToQmps ,2201328    ,    22626 ,         614
ZCcX2Egirp4 ,1340705    ,    21210 ,         361
SRq7XtDW0wg ,14144647   ,   172819 ,        1923
VCcar3MA07w ,2831549    ,    43395 ,        1434
Lu1qJrjxzME ,1484494    ,    17351 ,         398
Euqli_uhd2E ,460736     ,     4835 ,          46
afghBre8NlI ,78126465   ,   827633 ,       16693
xqVBoyKXbsA ,3794984    ,    83182 ,        3057
Ef6LwAaB3_E ,3173809    ,    79773 ,         897
zAc4QggFa4g ,3232821    ,   112968 ,        6626
EDD4GxHVess ,2481855    ,    44337 ,        1077
Mx9RrNZv2TI ,1816495    ,    29628 ,         648
UoC_O3HzsH0 ,21031413   ,   466072 ,       11793
Wxd5couUEM8 ,728604     ,    16684 ,         704
X1TuhAn6C-g ,14685432   ,   130979 ,        5071
J212vz33gU4 ,2275864    ,    50564 ,         983
yN3GgCUmmXw ,12341478   ,   212097 ,        6438
2L2lnxIcNmo ,18933013   ,   154491 ,        1589
pkmqemKs1fw ,2421149    ,    80208 ,        2917
ISzEpUjB9XA ,834789     ,     3793 ,           0
OXUIElOpRvQ ,391773     ,    13283 ,         570
A2wp8Ipxn9s ,5318420    ,    18438 ,        1003
SWYPm24qVd8 ,18883598   ,   122761 ,        6932
UvuW0xUCV6g ,1695061    ,    25226 ,         510
UQWUHh3rJFo ,277912     ,     5831 ,         342
rXCAgIfKVs0 ,1393809    ,    11723 ,         250
ulfJXy4QptQ ,497657     ,     4932 ,          98
2hdHUID8C6w ,2392529    ,    23318 ,         689
t22flliJLTQ ,23353407   ,   232907 ,        8958
hFrIVlkTDMs ,3089863    ,    22023 ,         582
w1PJWKYWV0Y ,264539     ,     5053 ,         156
JYqMFVCFUvM ,99756      ,      947 ,          48
CXLM08fZO5o ,8974702    ,    77188 ,         491
BnGwYn0egPs ,31442      ,      349 ,          16
wl7RwGQjYTs ,303740     ,     3110 ,         181
74cWWlpYE_Q ,2408998    ,    31621 ,         505
YJK4X4SrdAQ ,928556     ,     4027 ,          84
AxwOlzOc_NY ,1787657    ,     4942 ,         173
cp0JkET-sOU ,4737309    ,    34058 ,         479
Szcx7YFfxQg ,408556     ,     8214 ,         205
gsswlmk8yR8 ,774122     ,     2716 ,          95
Ga2IET7vlOQ ,312514     ,     5225 ,         165
APKEyGMJEfQ ,613035     ,     9720 ,         134
5NBLVO4qIto ,157424     ,     2708 ,          65
bg3XO_991VE ,5208463    ,    18400 ,         414
HGv7kGBHg8Y ,3044815    ,     5180 ,         158
U3WTHKRueYA ,206487     ,     4422 ,         151
9gIVGJQ3xWE ,2888590    ,    28659 ,         264
gbKR49qxah0 ,123275     ,     1308 ,          58
CZ4Qn_d8x1g ,1461566    ,    10029 ,         305
hQxEYvAHCk8 ,8609002    ,   557583 ,         789
M35uZxt10To ,406165     ,     6633 ,         428
B0pYDrb_nzI ,10199354   ,    81780 ,        3260
NHhTMh0nURA ,1360890    ,    26540 ,         681
E7mMhPNpSiM ,591396     ,     3638 ,         391
yvxzzttow2s ,16299      ,      211 ,           7
ujGSt-93qZo ,10446125   ,   111264 ,        7784
V6DRL-Q_3AY ,3996550    ,    52817 ,        2575
JFZH5kXdbIE ,7983561    ,   537869 ,        2100
CrvCSHAu8U8 ,3506393    ,    40341 ,        1661
7YOmsWEIua8 ,336853     ,     5179 ,         169
WbYAI-QDTok ,48282      ,      494 ,          12
NRg9olGGlZU ,391781     ,     6082 ,         249
DGPF53wy6aE ,29583363   ,  1807437 ,        7252
fFwQ47CHVSA ,201628     ,    13399 ,         106
VUdg4MACt54 ,9827136    ,   120808 ,        2138
suSQeG0cp1g ,811733     ,     5256 ,         149
tMPYCbrMCpw ,142135     ,     5010 ,         110
SayEoUZ-Hm4 ,119482     ,     1034 ,         194
jxp3BzqhJac ,4415904    ,   347636 ,         484
o8xwFWXapiI ,5743731    ,    16752 ,         953
lCt74DlmKIw ,380379     ,     6732 ,         397
5L4DQfVIcdg ,21792931   ,   139614 ,        5023
F8DyuQMt5Q0 ,1797506    ,    47510 ,        1108
h4NiZmgEewA ,210976     ,     4843 ,         211
mVLrBJYGxk4 ,12786770   ,   612511 ,       33506
Bl1FOKpFY2Q ,26760530   ,   474451 ,       10912
3MnvyBi1KDU ,1045855    ,    56407 ,         976
f5CcgFTO274 ,2740515    ,    37845 ,        1173
-n9fo7jUMa0 ,7566001    ,    46296 ,        1262
-p1P4fdhaF8 ,9353269    ,   154576 ,        2298
FUqttxtk8y0 ,1653032    ,    13367 ,         172
iR-JFks6uI0 ,1167653    ,    18912 ,         165
kNw8V_Fkw28 ,96164526   ,  2235187 ,       52630
FIvoPK-1t5w ,149613     ,     8546 ,         257
Bi-7pho5XB8 ,1112752    ,    17028 ,         399
1P3ZgLOy-w8 ,9906237    ,    69120 ,         875
HTDdIO74BuA ,5870260    ,   228283 ,        9838
j01Hg4QJ6NE ,9748046    ,   563161 ,       13097
38y_1EWIE9I ,51318391   ,   847230 ,       16052
JkMCMlVdUT8 ,6264322    ,    66886 ,           0
GgfvmHeOiqQ ,3837711    ,   243671 ,            
O1C9zOQpKG4 ,8074895    ,    77322 ,        1333
jxqZdcCCTIU ,54119      ,     3328 ,          44
Wln5dlYKA1k ,198248     ,     8602 ,         428
D0a0aNqTehM ,40239353   ,   198507 ,        5838
j6PbonHsqW0 ,22035707   ,   184985 ,           0
4NqDmupDk_4 ,3030571    ,   175960 ,          55
KwCtWfwYlkw ,3516271    ,   152183 ,        4755
y2LZr9ZVCCY ,231716089  ,  1644643 ,       16911
VNjqugqm2Qc ,6329366    ,   441446 ,          82
eDaNejmf-1A ,3684344    ,    79612 ,        1761
Wlf1T5nrO50 ,10299759   ,   101012 ,        2601
gcv3l5hR_7E ,977438     ,    71626 ,          16
lyoaLway15g ,3798513    ,    53058 ,         981
HPOcLm0fMws ,1061320    ,   165172 ,        1675
CAYDRIbXFAc ,15787810   ,  1113162 ,       31468
nc5Lj90BzSQ ,4450181    ,    56509 ,         759
AzrO181iYt0 ,22346      ,     1271 ,          44
ZDwCZJv2xm4 ,16142      ,      558 ,           9
V6ui161NyTg ,8288344    ,   489856 ,       24797
jWiYf9D0PKc ,1188969    ,   101377 ,        2010
35i4zTky9pI ,6590875    ,   114305 ,        4222
EWwPIjldhH4 ,5769458    ,   292411 ,         117
Oo4KXZVApsQ ,4983190    ,   148355 ,        5381
dIwaQGHB1LU ,593946     ,    55578 ,        2753
GWGbOjlJDkU ,16240021   ,   800449 ,       17553
B6uuIHpFkuo ,28855646   ,   609064 ,       28988
D_Rx4qZ8QRc ,59515237   ,   526486 ,       18452
tJsGGsPNakw ,8843951    ,   540748 ,       25000
6U0_4qi0b8k ,1968422    ,   132716 ,          44
ZIVKbWPE6W4 ,6028183    ,   303918 ,          74
DvprxD7yb9Y ,13275      ,      266 ,           8
SOnefbe2ZtU ,351397     ,    13171 ,         525
SXiG4hjvrBo ,940219     ,     9972 ,         325
CjVVNuraly8 ,8382281    ,   189958 ,        3788
ZOzzRlc_qho ,3409052    ,    45200 ,        1221
nyXhcXEiz6A ,839766     ,    29341 ,         694
lWrsvth19Nc ,3749744    ,    46701 ,         630
erLTOojf9_I ,302677     ,      810 ,         196
PtaymM7XDsQ ,35830      ,      236 ,           5
u8Kt7fRa2Wc ,2655188    ,    34670 ,        1385
9LCMuKtpnPE ,13349783   ,   192672 ,        3120
TKCWTvpbqWY ,228029     ,      629 ,          17
NGheG7EE8KQ ,576738     ,    11191 ,         521
mG4Ocz3uw4Q ,8011       ,       71 ,           0
foT9rsHmS24 ,18566586   ,   576445 ,       13276
wdH8M8yEWCw ,40549      ,      672 ,          20
PVfEp4uvVc4 ,231663     ,     8239 ,         529
hh-hwJcFfZ0 ,652694     ,    15922 ,         446
22sTiH5rpLc ,13429746   ,   278332 ,        5599
tx_DYeEC0-g ,633428     ,    99540 ,        1308
3OG2tYkJ-sI ,293468     ,     1623 ,          80
tInJ9p5E4oQ ,610682     ,     6845 ,         383
EDmlfaRJwIo ,581345     ,        0 ,            
Ac3PbmcWtKw ,38019      ,      423 ,          73
OurNLsPNQhM ,4511464    ,   491402 ,        4086
5vtxZ-zRXbk ,12342      ,      278 ,          11
v9m_I4aW3PQ ,426        ,       24 ,           1
-W7c8fUZN6o ,448140     ,    18186 ,        1389
vTtB1KrbXa4 ,5618       ,       88 ,           4
soAg0RLm1jM ,198284     ,     7493 ,         116
eJZSCqyfJIA ,6274       ,      343 ,           3
DKgns7-CjF8 ,1038693    ,    17050 ,         108
dopQY3-dcyo ,87         ,        9 ,           3
OGO8XIN4nE8 ,63         ,        8 ,           2
uEEYbXVCoT0 ,5814369    ,    66196 ,        1346
mumtaL3Hers ,1630567    ,   187640 ,         174
CDwgsMnGIfQ ,11066      ,      465 ,          60
9LcYyI1N0ew ,356748     ,    11271 ,         751
tnK3ofMX0gk ,52013      ,     3979 ,          42
Q7CfOPQWSb8 ,1613141    ,    10984 ,         195
Wc3tt7E2H8M ,378716     ,     2822 ,         164
FuaDWyCnJxs ,8310986    ,   262299 ,        9446
3p4kRXHtXII ,2143       ,      138 ,           4
CoFjr3pgjCg ,3132612    ,    53446 ,         976
M4ilv14csd4 ,5897288    ,    90987 ,        1441
q3yNku05KZs ,3997752    ,    64968 ,        2855
zNTxSBgDNp4 ,2225438    ,    59895 ,        2405
yXc6cE4RGos ,744        ,       52 ,          19
lhvuHL0EnCI ,47871      ,      582 ,          28
ZorjIVPnQK8 ,205600     ,     7376 ,         400
G6vPv5Tdf3I ,110370     ,     5188 ,         132
GyhI6gOQULQ ,146602     ,     8155 ,         612
i35JGZi_OvE ,512718     ,     5996 ,         161
u1f3jGZes0A ,1155553    ,    24568 ,         390
MBwMVYiGX2M ,242813     ,    12719 ,         358
TLwPkT5MJMg ,165727     ,     7841 ,         359
LPuRHXzXSQ4 ,190214     ,     5858 ,         102
9GLcRR3Rnvg ,145736     ,     8405 ,         245
coPW6unxeY8 ,111274     ,      994 ,         145
5Gobj5LFNys ,898506     ,     7405 ,        2195
1DZL0i51tRs ,303005     ,     3394 ,        1281
byVaLch_fYw ,72016      ,     2019 ,          95
exaZy5jwu34 ,71812      ,     4690 ,         161
lnyuIHSaso8 ,107165     ,      312 ,         114
gujSc5SmTzk ,1606172    ,        0 ,            
neH4bBK8poY ,474359     ,     2196 ,         105
kBHLz-EXWYM ,28148373   ,   699853 ,       28908
dPZvXVhPVSc ,379104     ,    12364 ,         281
tPoLez2iMnI ,32313      ,      175 ,          99
bNNSgadhCOc ,6763458    ,    54026 ,        3928
y_fPcEIg450 ,274789     ,      850 ,         264
RykYPiSNMFk ,1179382    ,    26187 ,        2615
c80xi709iXE ,15338125   ,   229159 ,        1283
cOpvaMovJm8 ,2396829    ,    31027 ,         997
GgImiDiNWJw ,986488     ,    21423 ,        1559
cO_B2hTuUIQ ,441241     ,     6016 ,        1107
tzGunflRlqo ,677697     ,        0 ,            
yPM24m9LYQQ ,1044309    ,    23854 ,        2495
3a4iW1Nsq4g ,909986     ,    54152 ,         243
Xgtbz1oT1u8 ,44171069   ,  2403126 ,        1002
ySf4lc3LNRo ,10697990   ,   249160 ,         733
XyTQxv_rPo8 ,452645     ,     6910 ,          30
tN13L9qh3U0 ,9938156    ,   161008 ,         165
FF2may_JfTU ,4509515    ,   369959 ,         536
1IyZTdrEFsQ ,108467     ,     2454 ,         242
x1Ov8rel_xg ,52013      ,     3124 ,          67
N3_VkVYZSvM ,10323564   ,   300890 ,         403
6hF3RzW0LZM ,666958     ,    11885 ,       11073
QlV0WhZorxQ ,67984      ,      954 ,         298
MV-DAEUfTrI ,8572146    ,   424130 ,         556
lX8jCKYUpRY ,3740979    ,    12290 ,            
9tnY2tQ1QGs ,930687     ,     7594 ,         792
3B1laqHpw7A ,815922     ,     5619 ,        4259
7C_mL-QT6So ,47591      ,      498 ,         894
Go6Lgt793Z0 ,1232       ,      111 ,           0
NA-zu8owMB0 ,128022     ,     1106 ,           0
BXAVLw2iMaU ,6353935    ,   312709 ,         122
jDUuLqjB7Zk ,6555       ,      128 ,           4
yLWMnO6l0UI ,11951100   ,   107787 ,       27018
G9dEBMZFi7s ,721807     ,    13921 ,         776
6zkhxeU_WqI ,11288407   ,   270610 ,        9147
7cBWJBwynnM ,12869166   ,   202543 ,        5107
8BUwEu0aZZ4 ,2647971    ,    58055 ,        2393
NX7QNWEGcNI ,127526835  ,   902526 ,       56013
d2k_vhqhe9g ,31961982   ,   567212 ,       14469
sjcG2LBjgZE ,7723338    ,    59080 ,        2038
fgUhpuz6LB8 ,585297     ,     7546 ,         994
lw0myT99ro4 ,98412928   ,   810345 ,       21835
oIJ5m1_6E24 ,6707687    ,    64440 ,        1254
Vu_PpeLRx3c ,72142166   ,  1353510 ,       47547
cCfFWY8c-eA ,1111313    ,    13329 ,          98
meNbxDqfHX8 ,3658477    ,    38122 ,         476
8AHgBX4VO_M ,4353513    ,    17148 ,        1702
H42oYx9q8Xk ,306353     ,     6365 ,         162
DQFIN-0CBlk ,320183     ,     6693 ,         240
zZweoXY5MmE ,218266     ,     8880 ,         474
9Vc8J339BkE ,8621047    ,    46365 ,        2095
O3jyagXUuAI ,3007663    ,    27412 ,         403
wEziMRhIEpo ,25268399   ,   490387 ,       14524
D_decq6Svs4 ,6962370    ,   141982 ,        1015
caxLXUUt8h4 ,7360855    ,   167904 ,        6689
VxOBifM0uhs ,37197      ,      737 ,          24
AdjcSD5iOMI ,38347258   ,  2129780 ,       34253
xbqVWZD-sfI ,41410870   ,  1165164 ,       33294
FsnvgkZsCwY ,26309244   ,   551777 ,       36677
F9uYzeUTKBA ,7656880    ,    95289 ,         964
LvF_g1armUM ,21265      ,      331 ,          10
7Mbvj31LexA ,3809706    ,    67617 ,        2380
19V69XuCOiw ,5207558    ,    55771 ,        2444
Oal9EDvV8s4 ,30968213   ,   364336 ,       30898
GcKkiRl9_qE ,95667579   ,  1706472 ,       69249
NlD6udREoug ,70030164   ,  1837389 ,        8515
y4fUPE6JqVg ,288185818  ,  1881753 ,       34495
jXCqAa0PYpg ,5216237    ,    52246 ,        1928
K7gwyVN5Dag ,5440015    ,    39846 ,         931
xjCyifR1hdI ,4788592    ,    47504 ,         805
ngEZ3KzdnY0 ,3720101    ,   111590 ,        2976
1uHsxIvgdaQ ,1829108    ,    27938 ,         749
AcpQsKhTWQk ,178147     ,     2540 ,         217
svfI-bTdMcI ,47951619   ,   771366 ,       32303
ROcCbM5ZPMo ,2005546    ,    29152 ,         552
-2FoDeyderw ,66091      ,     1072 ,         121
1wkyN5fuxeo ,5054042    ,    46254 ,        3349
O2dYEB8hZxA ,1327442    ,    15426 ,         555
WCsaIx0E2ag ,9609038    ,   636277 ,        1165
QXTNXMfGzkU ,2570349    ,    25011 ,         458
94lMN7h9tUQ ,24684184   ,  1576939 ,       16481
p8BBwIAz43Q ,547859     ,    38767 ,         189
CleWTPKNuN8 ,1294377    ,   102292 ,        2711
cR_ZvX3Hg-w ,25328347   ,   199830 ,        4766
G7KNmW9a75Y ,375689517  ,  6374256 ,      157597
k2qgadSvNyU ,2850180279 , 16897537 ,      374431
YQHsXMglC9A ,3061568406 , 18366168 ,      942202
MSRcC626prw ,54543077   ,  1201252 ,       30714
KlyXNRrsk4A ,1463774867 ,  6774964 ,      426305
mNEUkkoUoIA ,156494079  ,  1781508 ,       21749
xpVfcZ0ZcFM ,1480377798 , 15366609 ,      599174
pvuN_WvF1to ,391058402  , 11634674 ,      532500
tCXGJQYZ9JA ,499358809  ,  4287416 ,      206156
b1kbLwvqugk ,125267141  ,  2971083 ,       85572
09R8_2nJtjg ,3850749358 , 15489451 ,      415588
9coyY-SPIXU ,19815633   ,   538432 ,       19124
3tmd-ClpJxA ,1393763715 , 12732562 ,      745899
HyHNuVaZJ-k ,716720072  ,  6404687 ,      171969
e-ORhEE9VVg ,3135523707 , 14314675 ,      628869
d2smz_1L2_0 ,304910322  ,  1758742 ,      104570
rCiBgLOcuKU ,257748899  ,  3815230 ,      161301
LjhCEhWiKXk ,1813622437 ,  7770006 ,      243588
8UVNT4wvIGY ,2097568668 , 14879203 ,      799865
4NRXx6U8ABQ ,701972234  ,  9055505 ,      285143
w5tWYmIOWGk ,321034324  ,  1805645 ,       59189
FfWNS_YakKw ,9173445    ,    69554 ,        6442
Uq9gPaIzbe8 ,167007231  ,  2729807 ,       66738
OPf0YbXqDm0 ,4885550455 , 20311580 ,      599696
90RLzVUuXe4 ,151024940  ,  1520132 ,       28147
rYEDA3JcQqw ,2206984873 , 11875145 ,      413801
TUVcZfQe-Kw ,713998350  ,  6974302 ,      149017
0mFBGESuuF8 ,57797      ,     1596 ,         151
hLQl3WQQoQ0 ,1992922863 ,  9895810 ,      354309
JGwWNGJdvx8 ,5965080562 , 31372269 ,     1133558
MkElfR_NPBI ,966234875  ,  7701137 ,      211731
F57P9C4SAW4 ,684054295  ,  3413172 ,      146503
HL1UzIK-flA ,1334728842 ,  8025908 ,      392101
YVkUvmDQ3HY ,1632165832 , 11812505 ,      343695
MM1wJ2bMPhQ ,3613862    ,   197006 ,       15688
hTWKbfoikeg ,1647207233 , 12167667 ,      491107
BC19kwABFwc ,257323817  ,  2332677 ,       71861
31g-hpeCluo ,514859     ,    31449 ,         723
pB-5XG-DbAA ,1172335939 ,  5436252 ,      128699
FiXCxfWWwPo ,160693478  ,   647199 ,           0
pfxyk1glEq4 ,124933974  ,  1618695 ,       44108
bESGLojNYSo ,1130994748 ,  6297430 ,      281169
rywUS-ohqeE ,706363092  ,  3181944 ,       75879
QK8mJJJvaes ,1766461673 , 11943588 ,      511462
5qm8PH4xAss ,1743770332 , 10858215 ,      301262
nfWlot6h_JM ,3272414698 , 12434669 ,      567530
pRpeEdMmmQ0 ,3548114424 , 20781956 ,     1290636
QcIy9NiNbmo ,1544998291 ,  9565831 ,      463153
eJO5HU_7_1w ,806478724  ,  6729866 ,      171182
